question,type,database
Find the top 3 answers with the highest score.,Pathfinding Queries,stackoverflow2
List the top 3 comments with a score of 3.,Pathfinding Queries,stackoverflow2
Which questions have been commented on by the user with the display name 'DoubleMiP'? Limit to the top 3.,Pathfinding Queries,stackoverflow2
What are the top 5 most recent questions asked in the system?,Pathfinding Queries,stackoverflow2
Who are the top 3 users by the number of questions they have asked?,Pathfinding Queries,stackoverflow2
List the first 3 questions that were asked before the year 2021.,Pathfinding Queries,stackoverflow2
Which users have provided answers to the question with the title 'even after null check why I am getting null value in neo4j?' Limit to the top 3.,Pathfinding Queries,stackoverflow2
What are the top 5 questions with the lowest view count?,Pathfinding Queries,stackoverflow2
Find the first 3 questions that have more than 2 answers.,Pathfinding Queries,stackoverflow2
List the titles of the top 3 questions with the longest body markdown text.,Pathfinding Queries,stackoverflow2
Which questions have been answered by the user with the uuid 16922964? Limit to the top 3 questions.,Pathfinding Queries,stackoverflow2
Find the first 3 users who have commented on questions with more than 100 views.,Pathfinding Queries,stackoverflow2
Who provided the answer with the link 'https://stackoverflow.com/a/69272967'?,Pathfinding Queries,stackoverflow2
List the top 3 tags that have been used the most in questions.,Pathfinding Queries,stackoverflow2
What are the first 3 questions that have a view count between 50 and 100?,Pathfinding Queries,stackoverflow2
What are the titles of the top 5 questions with the highest view count?,Complex Aggregation Queries,stackoverflow2
Which questions have been tagged with 'neo4j'?,Complex Aggregation Queries,stackoverflow2
List the top 3 users by the number of questions they have asked.,Complex Aggregation Queries,stackoverflow2
Who commented on the question titled 'Neo4j- APOC trigger fires without any reason'?,Complex Aggregation Queries,stackoverflow2
What are the UUIDs of the answers that are marked as accepted?,Complex Aggregation Queries,stackoverflow2
Which user provided the answer to the question titled 'Create graph from recursive JSON data using apoc.load.json and use UNWIND and FOREACH for setting property'?,Complex Aggregation Queries,stackoverflow2
Can you list all tags associated with questions asked by the user 'Anu'?,Complex Aggregation Queries,stackoverflow2
What are the top 3 most commented on questions?,Complex Aggregation Queries,stackoverflow2
Which questions have more than one answer?,Complex Aggregation Queries,stackoverflow2
List the questions asked in 2021 along with their view counts.,Complex Aggregation Queries,stackoverflow2
How many users have commented on the question with the title 'Neo4j- APOC trigger fires without any reason'?,Complex Aggregation Queries,stackoverflow2
What are the body markdowns of the top 3 highest scoring answers?,Complex Aggregation Queries,stackoverflow2
Which user has the highest average score on their provided answers?,Complex Aggregation Queries,stackoverflow2
List the top 3 most viewed questions that have no answers.,Complex Aggregation Queries,stackoverflow2
What are the links to the accepted answers for questions asked by 'Mohammed Faraz ali'?,Complex Aggregation Queries,stackoverflow2
Which tags are linked to the most viewed questions?,Complex Aggregation Queries,stackoverflow2
List all unique tags used in the dataset.,Complex Aggregation Queries,stackoverflow2
Display the creation dates of the top 3 questions with the most comments.,Complex Aggregation Queries,stackoverflow2
Who has provided the most comments across all questions?,Complex Aggregation Queries,stackoverflow2
List the UUIDs of all comments made on the question titled 'Specify a certain column as id values in Neo4j Spark connector'.,Complex Aggregation Queries,stackoverflow2
List the top 3 most viewed questions tagged with 'neo4j'.,Verbose query,stackoverflow2
Which users have asked more than 2 questions? Display the first 5.,Verbose query,stackoverflow2
Find all the questions asked by 'schernichkin' with more than 100 views.,Verbose query,stackoverflow2
What are the top 5 highest scoring answers in the database?,Verbose query,stackoverflow2
Identify the top 3 users by the number of answers provided.,Verbose query,stackoverflow2
Retrieve the first 5 tags used by questions with accepted answers.,Verbose query,stackoverflow2
Display the top 3 most commented on questions.,Verbose query,stackoverflow2
Which questions have more than one answer but less than 50 views? List the first 5.,Verbose query,stackoverflow2
Show 3 questions with the highest number of answers.,Verbose query,stackoverflow2
Find the first 5 questions that have no answers.,Verbose query,stackoverflow2
What are the first 3 most recent questions asked on the platform?,Verbose query,stackoverflow2
List the top 3 questions with the lowest view counts.,Verbose query,stackoverflow2
Which 5 users have commented the most times?,Verbose query,stackoverflow2
Show the first 3 questions that have been both asked and commented on by the same user.,Verbose query,stackoverflow2
List the top 5 tags most frequently associated with questions having more than 3 answers.,Verbose query,stackoverflow2
What are the first 5 questions with the highest answer to view ratio?,Verbose query,stackoverflow2
Display the top 3 tags associated with questions that have accepted answers.,Verbose query,stackoverflow2
Which 5 users have provided an accepted answer?,Verbose query,stackoverflow2
Find the top 3 questions with the most comments.,Verbose query,stackoverflow2
Show the first 5 questions that have been tagged with 'cypher' and have more than one answer.,Verbose query,stackoverflow2
Retrieve the first 3 users who commented on the most viewed question.,Verbose query,stackoverflow2
List the top 5 users with the highest average answer score.,Verbose query,stackoverflow2
What are the top 3 tags used in the most commented questions?,Verbose query,stackoverflow2
Show the first 5 questions where the same user has asked and provided an answer.,Verbose query,stackoverflow2
Identify the top 3 users who have provided answers to questions they have also commented on.,Verbose query,stackoverflow2
Find the first 5 users who have asked the most questions without ever providing an answer.,Verbose query,stackoverflow2
Display the top 3 questions tagged 'neo4j' with no accepted answers.,Verbose query,stackoverflow2
Which 5 users have the most comments without any answers?,Verbose query,stackoverflow2
List the top 3 answers with the highest scores that have not been accepted.,Verbose query,stackoverflow2
Show the first 5 questions where the accepted answer has a score of zero or less.,Verbose query,stackoverflow2
Retrieve the top 3 questions with the most recent creation dates.,Verbose query,stackoverflow2
What are the first 5 questions asked in 2021?,Verbose query,stackoverflow2
Display the top 3 most viewed questions that have been commented on.,Verbose query,stackoverflow2
Which 5 users have both asked and answered the same question?,Verbose query,stackoverflow2
List the top 5 most frequently tagged tags in questions with zero answers.,Verbose query,stackoverflow2
Identify the first 3 users who commented on their own questions more than once.,Verbose query,stackoverflow2
Find the top 5 highest viewed questions that have been answered by the same user who asked them.,Verbose query,stackoverflow2
Show the first 5 questions where the title contains the word 'error'.,Verbose query,stackoverflow2
What are the top 3 most frequently commented tags?,Verbose query,stackoverflow2
Display the first 5 questions tagged with 'neo4j' that have more than two answers.,Verbose query,stackoverflow2
Which 5 questions have the oldest creation dates?,Verbose query,stackoverflow2
List the top 3 questions with accepted answers that have the lowest scores.,Verbose query,stackoverflow2
Show the first 5 users who have provided answers but have never asked a question.,Verbose query,stackoverflow2
Retrieve the top 3 questions where the body markdown contains 'neo4j'.,Verbose query,stackoverflow2
What are the first 5 questions where the accepted answer was provided by the user who asked the question?,Verbose query,stackoverflow2
Display the top 3 most frequently commented-on answers.,Verbose query,stackoverflow2
Which 5 questions have the most tags?,Verbose query,stackoverflow2
List the first 3 questions where the same user has asked and provided an accepted answer.,Verbose query,stackoverflow2
Show the top 5 questions with the highest score to comment ratio.,Verbose query,stackoverflow2
Retrieve the first 5 questions with accepted answers that have a view count over 500.,Verbose query,stackoverflow2
What are the top 3 questions asked by users with more than 1000 total answers provided?,Verbose query,stackoverflow2
Display the first 5 questions where the body markdown mentions 'index'.,Verbose query,stackoverflow2
Which 5 answers were provided by users who have never asked a question?,Verbose query,stackoverflow2
List the top 3 questions where the accepted answer has a negative score.,Verbose query,stackoverflow2
Show the first 5 questions that have been tagged more than once.,Verbose query,stackoverflow2
Retrieve the top 3 oldest answers in the database.,Verbose query,stackoverflow2
What are the first 5 questions with the most unique tags?,Verbose query,stackoverflow2
Display the top 3 most active users in terms of asking questions.,Verbose query,stackoverflow2
Which 5 questions have the most comments and are tagged with 'neo4j'?,Verbose query,stackoverflow2
List the top 3 answers with the lowest scores.,Verbose query,stackoverflow2
Show the first 5 questions where the accepted answer was provided by a user who has answered more than 50 questions.,Verbose query,stackoverflow2
Retrieve the top 3 questions with the most answers during the year 2020.,Verbose query,stackoverflow2
What are the first 5 questions with the least views and no comments?,Verbose query,stackoverflow2
Display the top 3 questions that received an answer on the same day they were asked.,Verbose query,stackoverflow2
Which 5 users have provided the most answers to questions they have never commented on?,Verbose query,stackoverflow2
List the top 3 questions that have an accepted answer and are tagged with 'cypher'.,Verbose query,stackoverflow2
Show the first 5 questions where the title contains the word 'update'.,Verbose query,stackoverflow2
Retrieve the top 3 highest viewed questions that have been answered by users with less than 3 answers in total.,Verbose query,stackoverflow2
What are the first 5 questions asked by the most recent user to join the platform?,Verbose query,stackoverflow2
Display the top 3 questions with the most comments made by the user who asked the question.,Verbose query,stackoverflow2
Which 5 questions have been asked by the most users?,Verbose query,stackoverflow2
List the top 3 answers with the highest view to score ratio.,Verbose query,stackoverflow2
Show the first 5 questions asked by users who have commented on more than 100 different questions.,Verbose query,stackoverflow2
Retrieve the top 3 questions with the most votes.,Verbose query,stackoverflow2
What are the first 5 questions tagged with 'neo4j' that have received answers from different users?,Verbose query,stackoverflow2
Display the top 3 most commented questions by a single user.,Verbose query,stackoverflow2
Which 5 questions have the most comments from users who have provided more than 10 answers?,Verbose query,stackoverflow2
List the top 3 questions where the answer count is greater than the view count.,Verbose query,stackoverflow2
Show the first 5 questions that have answers from users who have also asked questions.,Verbose query,stackoverflow2
Retrieve the top 3 questions with the most detailed body markdown.,Verbose query,stackoverflow2
What are the first 5 questions where the user who commented also provided an answer?,Verbose query,stackoverflow2
What are the first 3 games played by the stream 'itsbigchase'?,Simple Retrieval Queries,twitch
List the top 5 streams that have a total view count greater than 5000000.,Simple Retrieval Queries,twitch
Which users are moderators for the stream with the name '9linda'?,Simple Retrieval Queries,twitch
Find the top 3 languages used by streams with more than 1000000 followers.,Simple Retrieval Queries,twitch
What are the first 3 streams that have a follower count between 20000 and 50000?,Simple Retrieval Queries,twitch
List the names of the first 5 streams that were created before 2015.,Simple Retrieval Queries,twitch
Who are the top 3 VIPs in the stream named 'summit1g'?,Simple Retrieval Queries,twitch
What are the first 3 teams associated with the stream 'itsbigchase'?,Simple Retrieval Queries,twitch
Which streams are chatters in the stream with the name '9linda'?,Simple Retrieval Queries,twitch
List the first 5 users who are chatters in more than one stream.,Simple Retrieval Queries,twitch
Which game is the most commonly played among the top 5 streams by follower count?,Simple Retrieval Queries,twitch
What are the names of the first 3 users who are both moderators and VIPs for any stream?,Simple Retrieval Queries,twitch
List the first 5 streams that have the language 'en'.,Simple Retrieval Queries,twitch
Who are the top 3 moderators for the stream with the highest follower count?,Simple Retrieval Queries,twitch
What are the first 5 streams created in 2021?,Simple Retrieval Queries,twitch
List the first 3 users who are VIPs in the stream 'itsbigchase'.,Simple Retrieval Queries,twitch
Which user has moderated the most streams?,Simple Retrieval Queries,twitch
What are the first 3 streams that have a description containing the word 'hilarious'?,Simple Retrieval Queries,twitch
List the top 5 streams with the highest total view count.,Simple Retrieval Queries,twitch
What are the names of the first 3 languages spoken in streams with a total view count over 10000000?,Simple Retrieval Queries,twitch
How many unique games are played by streams with more than 500000 followers?,Simple Retrieval Queries,twitch
List the first 3 games played on streams that were created in 2019.,Simple Retrieval Queries,twitch
What are the first 5 streams that a user named 'itsbigchase' moderates?,Simple Retrieval Queries,twitch
Who are the top 3 chatters in the stream named 'summit1g'?,Simple Retrieval Queries,twitch
List the first 3 games played by streams that have a follower count under 1000.,Simple Retrieval Queries,twitch
Which streams are part of the team 'ESO Stream Team'?,Simple Retrieval Queries,twitch
What are the first 5 streams that have been played by more than 5 different users?,Simple Retrieval Queries,twitch
Who are the top 3 users who chatter in the stream with the highest total view count?,Simple Retrieval Queries,twitch
List the first 3 games played by streams that have a URL containing 'twitch.tv'.,Simple Retrieval Queries,twitch
What are the names of the first 5 users who are moderators in the stream '9linda'?,Simple Retrieval Queries,twitch
How many streams have a follower count between 10000 and 50000?,Simple Retrieval Queries,twitch
List the first 3 streams that have a description mentioning 'game'.,Simple Retrieval Queries,twitch
Which streams have the user 'itsbigchase' as a VIP?,Simple Retrieval Queries,twitch
List the top 5 games played by the streams created in the first half of 2020.,Simple Retrieval Queries,twitch
What are the first 3 languages used by streams with a follower count of exactly 33366?,Simple Retrieval Queries,twitch
Who are the top 3 VIPs in the streams that were created in 2018?,Simple Retrieval Queries,twitch
List the first 5 streams that play the game 'Rust'.,Simple Retrieval Queries,twitch
Which teams are associated with the top 3 streams by total view count?,Simple Retrieval Queries,twitch
What are the first 3 streams that have a user named 'itsbigchase' as a chatter?,Simple Retrieval Queries,twitch
List the names of the first 5 users who are chatters in the stream 'summit1g'.,Simple Retrieval Queries,twitch
Which streams are chatters in the stream with the most followers?,Simple Retrieval Queries,twitch
List the first 5 users who are moderators in streams that play 'Grand Theft Auto V'.,Simple Retrieval Queries,twitch
What are the names of the first 3 games played by streams that have a URL ending in 'itsbigchase'?,Simple Retrieval Queries,twitch
Who are the top 3 users who are VIPs in the stream with the name '9linda'?,Simple Retrieval Queries,twitch
List the first 5 streams that have been VIP in more than one stream.,Simple Retrieval Queries,twitch
Which streams have a language named after a country code 'en'?,Simple Retrieval Queries,twitch
"List the first 3 streams that were created on or before January 1, 2010.",Simple Retrieval Queries,twitch
What are the first 5 streams that have the most chatters?,Simple Retrieval Queries,twitch
Who are the top 3 moderators in the stream with the lowest follower count?,Simple Retrieval Queries,twitch
List the first 5 streams that have a follower count exactly 5898590.,Simple Retrieval Queries,twitch
What are the names of the first 3 languages spoken by the stream 'itsbigchase'?,Simple Retrieval Queries,twitch
Which streams have more than 5000000 followers?,Complex Retrieval Queries,twitch
List the top 5 streams by total view count.,Complex Retrieval Queries,twitch
What are the names of games played by streams with more than 1 million total views?,Complex Retrieval Queries,twitch
Which streams have moderators who are also users?,Complex Retrieval Queries,twitch
Identify the streams that are part of the 'ESO Stream Team'.,Complex Retrieval Queries,twitch
Which users are VIPs in more than one stream?,Complex Retrieval Queries,twitch
What languages are used by streams that have over 10000 followers?,Complex Retrieval Queries,twitch
Find streams that were created after 2015 and have at least one chatter who is a user.,Complex Retrieval Queries,twitch
Can you list streams that have a follower count between 1000 and 5000?,Complex Retrieval Queries,twitch
What are the names of teams associated with streams created before 2018?,Complex Retrieval Queries,twitch
Which games are played by the top 3 streams based on followers count?,Complex Retrieval Queries,twitch
Which users are moderators in at least two different streams?,Complex Retrieval Queries,twitch
What are the names of streams that play 'Rust' and have more than 5000 followers?,Complex Retrieval Queries,twitch
How many streams have a moderator who is also a stream?,Complex Retrieval Queries,twitch
List all streams that have a VIP who is a user.,Complex Retrieval Queries,twitch
Name the languages spoken in streams with a total view count exceeding 10 million.,Complex Retrieval Queries,twitch
Who are the moderators of the stream named 'summit1g'?,Complex Retrieval Queries,twitch
Identify streams that have more than one language associated with them.,Complex Retrieval Queries,twitch
Which users are chatters in more than three streams?,Complex Retrieval Queries,twitch
List the streams that have the most followers who also play 'Grand Theft Auto V'.,Complex Retrieval Queries,twitch
Which streams were created in 2019 and have a description longer than 50 characters?,Complex Retrieval Queries,twitch
Find the streams that are moderated by users named 'itsbigchase'.,Complex Retrieval Queries,twitch
What are the top 3 games played by streams with a total view count less than 500000?,Complex Retrieval Queries,twitch
Who are the VIP users in streams that have over 1000000 followers?,Complex Retrieval Queries,twitch
List the names of streams that have both English and Russian languages associated.,Complex Retrieval Queries,twitch
List the top 5 streams with the highest follower count.,Simple Aggregation Queries,twitch
Which 3 games are the most played by streams with over 1 million followers?,Simple Aggregation Queries,twitch
Find the top 5 streams with the most total view count that use English language.,Simple Aggregation Queries,twitch
Which 3 users are moderators for the most streams?,Simple Aggregation Queries,twitch
What are the top 3 most common games played by streams created before 2010?,Simple Aggregation Queries,twitch
List the 3 teams with the most associated streams.,Simple Aggregation Queries,twitch
Which 3 streams have the highest number of VIP users?,Simple Aggregation Queries,twitch
What are the names of the top 5 oldest teams in the graph?,Simple Aggregation Queries,twitch
"List the top 3 languages used by streams with over 10,000 followers.",Simple Aggregation Queries,twitch
Who are the top 3 users who chatter the most with other users?,Simple Aggregation Queries,twitch
List the 3 streams with the lowest follower count but with over 1 million total views.,Simple Aggregation Queries,twitch
What are the top 3 games played by streams that also have a moderator relationship with a user?,Simple Aggregation Queries,twitch
Which 3 users have VIP status on the most streams?,Simple Aggregation Queries,twitch
List the top 5 streams that have created the most chatter relationships.,Simple Aggregation Queries,twitch
Which 3 games are mostly played by streams with a total view count exceeding 100 million?,Simple Aggregation Queries,twitch
Find the top 5 users who moderate the highest number of other users.,Simple Aggregation Queries,twitch
What are the 3 most common languages for streams that have been created after 2015?,Simple Aggregation Queries,twitch
List the top 5 streams with the most chatter interactions.,Simple Aggregation Queries,twitch
Which 3 teams were created most recently?,Simple Aggregation Queries,twitch
Find the 3 streams that play the least common games based on follower count.,Simple Aggregation Queries,twitch
Which 3 users have the highest number of chatter relationships?,Simple Aggregation Queries,twitch
List the top 5 oldest streams in the graph.,Simple Aggregation Queries,twitch
What are the top 3 most viewed games by streams that have a team?,Simple Aggregation Queries,twitch
Which 3 streams have the most moderators?,Simple Aggregation Queries,twitch
List the 3 languages spoken by the least number of streams.,Simple Aggregation Queries,twitch
Which 3 users have moderated the most streams and users combined?,Simple Aggregation Queries,twitch
List the 3 streams with the highest number of VIP relationships.,Simple Aggregation Queries,twitch
Find the top 5 games played by streams that also chatter with other streams.,Simple Aggregation Queries,twitch
What are the top 3 most recent streams to reach over 1 million followers?,Simple Aggregation Queries,twitch
Which 3 users are VIPs on the most diverse set of streams?,Simple Aggregation Queries,twitch
Which streams have a total view count over 1 million?,Pathfinding Queries,twitch
List the games that have been played by more than five different streams.,Pathfinding Queries,twitch
What are the names of users who are moderators for more than three streams?,Pathfinding Queries,twitch
Identify streams that have moderators who are also VIPs.,Pathfinding Queries,twitch
Which streams are part of a team created before 2015?,Pathfinding Queries,twitch
What are the top 5 languages used by streams with more than 10000 followers?,Pathfinding Queries,twitch
Which streams have chatters who are also moderators?,Pathfinding Queries,twitch
How many streams have played the game 'Rust'?,Pathfinding Queries,twitch
List all teams associated with streams having more than 50000 followers.,Pathfinding Queries,twitch
What are the descriptions of streams that play 'Call of Duty: Warzone'?,Pathfinding Queries,twitch
Which users are VIPs on at least two different streams?,Pathfinding Queries,twitch
Find streams that have a follower count between 1000 and 5000.,Pathfinding Queries,twitch
List the top 5 streams with the highest follower counts.,Pathfinding Queries,twitch
Which games are played by streams that also have an 'en' language setting?,Pathfinding Queries,twitch
Find streams that are moderated by users who are also chatters.,Pathfinding Queries,twitch
What is the URL of the stream with the highest total view count?,Pathfinding Queries,twitch
List all languages spoken on streams with a total view count over 500000.,Pathfinding Queries,twitch
Which users are chatters on more than five different streams?,Pathfinding Queries,twitch
Find streams that have VIP relationships with more than three users.,Pathfinding Queries,twitch
What are the names of teams associated with streams created after 2018?,Pathfinding Queries,twitch
How many streams have a description containing the word 'strategy'?,Pathfinding Queries,twitch
"Which streams have the longest moderator chains (a moderator, who is also a moderator, and so on)?",Pathfinding Queries,twitch
Identify the streams that have the most moderators.,Pathfinding Queries,twitch
List the games played by streams with the lowest follower counts.,Pathfinding Queries,twitch
Which streams are part of the team 'ESO Stream Team'?,Pathfinding Queries,twitch
List the top 5 users who are chatters in the most streams.,Pathfinding Queries,twitch
Identify streams where the same user is both a chatter and a moderator.,Pathfinding Queries,twitch
Which streams have chatters who have less than 1000 followers?,Pathfinding Queries,twitch
How many users have VIP status in more than one stream?,Pathfinding Queries,twitch
Find streams that play 'Rust' and have more than 10000 followers.,Pathfinding Queries,twitch
List the top 5 streams with the highest number of followers.,Complex Aggregation Queries,twitch
Which 3 games have the most streams associated with them?,Complex Aggregation Queries,twitch
"What are the top 5 languages used by streams with more than 100,000 followers?",Complex Aggregation Queries,twitch
Identify the first 3 teams that were created in the database.,Complex Aggregation Queries,twitch
Which 3 users are moderators for the most number of streams?,Complex Aggregation Queries,twitch
Find the top 5 streams with the highest total view count.,Complex Aggregation Queries,twitch
What are the names of the top 3 streams that have a VIP user?,Complex Aggregation Queries,twitch
List the top 5 streams that play 'Rust' and have more than 5000 followers.,Complex Aggregation Queries,twitch
Which 3 streams have the most chatter relationships?,Complex Aggregation Queries,twitch
Which 3 users have VIP status in the most streams?,Complex Aggregation Queries,twitch
What are the top 5 oldest streams based on the 'createdAt' property?,Complex Aggregation Queries,twitch
Find the first 3 languages that are most frequently associated with streams.,Complex Aggregation Queries,twitch
What are the top 5 streams with the longest descriptions?,Complex Aggregation Queries,twitch
List the top 5 games played by streams with over 1 million total views.,Complex Aggregation Queries,twitch
Which 3 users are chatters in the most number of different streams?,Complex Aggregation Queries,twitch
What are the top 5 teams by the number of streams they are associated with?,Complex Aggregation Queries,twitch
Which 3 streams have the most moderators?,Complex Aggregation Queries,twitch
List the top 5 streams that have a 'createdAt' date after 2019.,Complex Aggregation Queries,twitch
What are the top 3 most common games played by streams with a 'ru' language setup?,Complex Aggregation Queries,twitch
Which 3 streams have the highest follower count but the lowest total view count?,Complex Aggregation Queries,twitch
Identify the top 5 streams that have users as VIPs.,Complex Aggregation Queries,twitch
What are the names of the first 3 streams moderated by 'itsbigchase'?,Complex Aggregation Queries,twitch
List the 3 games most commonly played by streams with an English language setup.,Complex Aggregation Queries,twitch
Which 3 streams have the highest ratio of followers to total view count?,Complex Aggregation Queries,twitch
Find the top 5 streams by oldest to newest based on the 'createdAt' property.,Complex Aggregation Queries,twitch
"Which 3 languages are least common among streams with more than 10,000 followers?",Complex Aggregation Queries,twitch
List the top 5 users who have the role of chatter in the highest number of other user's streams.,Complex Aggregation Queries,twitch
What are the three most common teams that streams belong to?,Complex Aggregation Queries,twitch
Which streams have a VIP relationship with more than three different users?,Complex Aggregation Queries,twitch
List the top 5 streams that have been added to the most teams.,Complex Aggregation Queries,twitch
"What are the first 3 streams to play 'Rust' with more than 100,000 total views?",Complex Aggregation Queries,twitch
Which 3 users have served as moderators for the oldest streams in the database?,Complex Aggregation Queries,twitch
List the top 5 streams that are part of a team created before 2015.,Complex Aggregation Queries,twitch
What are the names of the first 3 streams that have a moderator with more than 5000 followers?,Complex Aggregation Queries,twitch
Which 3 streams have the most unique games played?,Complex Aggregation Queries,twitch
List the top 5 streams that have had more than three different languages associated with them.,Complex Aggregation Queries,twitch
"What are the first 3 users who are VIPs in streams with more than 10,000 total views?",Complex Aggregation Queries,twitch
List the top 5 oldest teams based on the 'createdAt' property.,Complex Aggregation Queries,twitch
Which 3 streams have the most users as chatters?,Complex Aggregation Queries,twitch
List the first 3 games played by streams with the highest follower counts.,Complex Aggregation Queries,twitch
What are the top 5 streams that have VIP relationships with other streams?,Complex Aggregation Queries,twitch
Which 3 users have the most moderator relationships with other users?,Complex Aggregation Queries,twitch
List the top 5 streams that have chatters with more than 5000 followers.,Complex Aggregation Queries,twitch
What are the first 3 streams that have a language setup other than 'en' or 'ru'?,Complex Aggregation Queries,twitch
Which 3 streams have the most complex descriptions based on word count?,Complex Aggregation Queries,twitch
"List the top 5 games associated with streams that have more than 10,000 total views.",Complex Aggregation Queries,twitch
Which 3 users are VIPs in the most number of different users' streams?,Complex Aggregation Queries,twitch
List the first 3 streams that were created after 2020.,Complex Aggregation Queries,twitch
"What are the top 5 teams by number of associated streams with over 10,000 followers?",Complex Aggregation Queries,twitch
Which 3 languages are associated with the streams that have the least followers?,Complex Aggregation Queries,twitch
List the top 5 streams that have the most number of languages associated.,Complex Aggregation Queries,twitch
What are the first 3 streams that have a chatter with a description longer than 50 words?,Complex Aggregation Queries,twitch
"Which 3 streams have the least followers but are associated with a game with more than 100,000 total views?",Complex Aggregation Queries,twitch
List the top 5 streams with the most complex URLs.,Complex Aggregation Queries,twitch
What are the first 3 streams to have a team relationship with 'ESO Stream Team'?,Complex Aggregation Queries,twitch
Which 3 streams have the most VIP users who also have more than 5000 followers?,Complex Aggregation Queries,twitch
List the top 5 users who are moderators in the most number of streams with an 'en' language setup.,Complex Aggregation Queries,twitch
What are the top 5 oldest streams by the 'createdAt' property that are still active?,Complex Aggregation Queries,twitch
Which 3 games are played by streams with the highest ratio of followers to total view counts?,Complex Aggregation Queries,twitch
List the first 3 streams that were created in 2018.,Complex Aggregation Queries,twitch
What are the top 5 languages associated with streams that have the most moderators?,Complex Aggregation Queries,twitch
Which 3 streams have the most users as VIPs?,Complex Aggregation Queries,twitch
List the top 5 streams that are associated with teams and have more than 10000 followers.,Complex Aggregation Queries,twitch
What are the first 3 streams that have a chatter who is also a moderator?,Complex Aggregation Queries,twitch
List the first 3 streams that have a language set to 'en'.,Verbose query,twitch
What are the top 5 games played by streams with more than 5000 followers?,Verbose query,twitch
Which streams have a total view count above 1 million and are associated with the 'ESO Stream Team'?,Verbose query,twitch
Identify the first 3 users who are moderators for streams with a description containing 'Belarus'.,Verbose query,twitch
Find the top 5 streams that are playing the game 'Rust'.,Verbose query,twitch
List the first 3 streams that have at least one VIP who is also a user.,Verbose query,twitch
What are the first 3 streams that have a language set to 'ru'?,Verbose query,twitch
"Which users are VIPs in streams with a total view count exceeding 500,000?",Verbose query,twitch
"What are the top 5 games played by streams created after January 1, 2015?",Verbose query,twitch
Identify the first 3 streams that have moderators with a follower count over 1000.,Verbose query,twitch
List the top 5 most followed streams that are linked to the language 'en'.,Verbose query,twitch
Which streams have a follower count between 1000 and 5000 and play the game 'Rust'?,Verbose query,twitch
Find the first 3 users who are moderators of more than one stream.,Verbose query,twitch
What are the top 5 streams with the highest total view count and are associated with the 'ESO Stream Team'?,Verbose query,twitch
Identify the first 3 languages associated with streams that have a description containing 'coverage'.,Verbose query,twitch
List the first 3 streams that have chatters who are also streams.,Verbose query,twitch
"Which streams have a total view count below 50,000 and are associated with the language 'ru'?",Verbose query,twitch
"Identify the first 3 teams that are linked to streams with over 10,000 followers.",Verbose query,twitch
What are the top 5 streams created before 2010?,Verbose query,twitch
List the first 3 streams that have VIPs who are users with a name containing 'chase'.,Verbose query,twitch
Which users are chatters in streams with a description containing 'inclusive'?,Verbose query,twitch
Identify the first 3 streams that have moderators named 'itsbigchase'.,Verbose query,twitch
List the top 5 streams with the lowest follower count that play the game 'Rust'.,Verbose query,twitch
What are the first 3 streams with the most VIPs linked to them?,Verbose query,twitch
Which streams have at least one user named 'itsbigchase' as a chatter?,Verbose query,twitch
Identify the first 3 users who are VIPs in streams with a name containing 'big'.,Verbose query,twitch
"List the top 5 streams that have chatters with a total view count over 10,000.",Verbose query,twitch
"Which streams have a follower count above 10,000 and are associated with a game named 'Rust'?",Verbose query,twitch
Identify the first 3 streams that play a game and have a VIP who is a user.,Verbose query,twitch
List the first 3 streams that are linked to the game 'Rust' and have been created after 2018.,Verbose query,twitch
What are the top 5 most viewed streams that have a language set to 'en'?,Verbose query,twitch
Which streams have a description containing 'premiere' and have at least 5000 followers?,Verbose query,twitch
Identify the first 3 streams that have chatters who are users with a follower count below 3000.,Verbose query,twitch
List the top 5 streams that are linked to teams created before 2015.,Verbose query,twitch
What are the first 3 streams with a moderator named 'itsbigchase'?,Verbose query,twitch
Which streams are played by users with a name containing 'doduik' and have a total view count above 3000?,Verbose query,twitch
Identify the first 3 streams that have a language set to 'ru' and a moderator with a follower count above 5000.,Verbose query,twitch
List the top 5 streams that have at least one user as a chatter and are associated with the game 'Rust'.,Verbose query,twitch
What are the first 3 streams that have a team with a creation date after 2015?,Verbose query,twitch
Which streams have a total view count above 1 million and a moderator named 'creightonolsen'?,Verbose query,twitch
Identify the first 3 streams that have chatters who are streams created before 2017.,Verbose query,twitch
List the top 5 streams with moderators who are users and have a follower count above 2000.,Verbose query,twitch
What are the first 3 streams that have a VIP named 'itsbigchase'?,Verbose query,twitch
"Which streams have a total view count below 10,000 and are linked to a language named 'en'?",Verbose query,twitch
Identify the first 3 streams that play a game named 'Rust' and have a VIP who is a user.,Verbose query,twitch
List the top 5 streams that have chatters named 'itsbigchase'.,Verbose query,twitch
What are the first 3 streams that were created after 2015 and have a follower count above 1000?,Verbose query,twitch
Which streams have a follower count exceeding 2000 and are playing a game named 'Rust'?,Verbose query,twitch
"Identify the first 3 users who are moderators for streams with a total view count exceeding 500,000.",Verbose query,twitch
List the top 5 streams with the most chatters who are users.,Verbose query,twitch
What are the first 3 streams that have a language set to 'en' and a VIP who is a user?,Verbose query,twitch
"Which streams have a description containing 'casual play' and a total view count above 100,000?",Verbose query,twitch
